,ID_full,Player,Nation,First Name,Last Name,Position Primary,Position Secondary,Squad,League,Age,Born,90s,Assists,G+A,Goals without Penalties,Yellow Cards,Red Cards,xAssistedGoals,npxG+xAG,Prog. Carries,Prog. Passes,Progressive Passes received,Goals,Shots,Shots on Target,Shots on Target %,Goals per Shot,Goals per Shot on Target,xG,npxG,npxG per Shot,npxG Over/Underperformance,Passes played,Pass %,Progressive Pass Distance,Short Passes Completed,% Short Passes Completed,Medium Passes Completed,% Medium Passes Completed,Long Passes Completed,% Long Passes Completed,xA,xA Over/Underperformance,Key Passes,Passes into final 1/3,Passes into Penalty Area,Crosses into Penalty Area,Through Balls,Crosses,Shot Creating Actions,Goal Creating Actions,Tackles,Tackles Won,Tackles in Defensive 3rd,Tackles in Midfield,Tackles in Attacking 3rd,Dribblers Tackled,Dribbles Challenged,% of dribblers tackled,Blocks,Shots Blocked,Interceptions,Tackles + Int,Clearances,Errors leading to shots,Touches,Touches own PA,Touches in Def. 1/3,Touches in Midfield,Touches in Final 1/3,Touches Opp. PA,Take-Ons Attempted,Take-Ons Completed,% Successful Take-Ons,% Tackled during Take-Ons,Carries,Progressive Carries Distance,Carries into final 1/3,Carries into Penalty Area,Dispossesed,Fouls Committed,Fouls drawn,Offsides,Ball Recoveries,Aerials won,% Aerials won
1078,nicolas haas_1996_empoli,Nicolas Haas,SUI,Nicolas,Haas,MF,,Empoli,Serie A,27,1996,1.0,0,0,0,1,0,0.0,0.1,0,6,4,0,1,1,100.0,0.00,0.00,0.1,0.1,0.10,-0.1,46,90.2,312,20,95.2,21,100.0,5,83.3,0.0,0.0,0,7,1,0,1,0,3,0,5,3,1,2,2,3,3,100.0,1,0,1,6,1,0,63,4,15,36,12,1,0,0,0,0,35,35,1,0,0,1,1,0,9,3,100.0
1079,janik haberer_1994_union berlin,Janik Haberer,GER,Janik,Haberer,MF,DF,Union Berlin,Bundesliga,29,1994,13.6,1,2,1,7,0,0.6,1.3,10,47,36,1,15,3,20.0,0.07,0.33,0.9,0.8,0.05,+0.2,412,74.5,1785,218,82.9,147,79.0,32,48.5,1.2,+0.4,10,28,6,5,0,15,28,2,36,24,16,13,7,22,45,48.9,21,4,12,48,18,0,705,26,162,372,176,17,19,8,42.1,52.6,275,456,9,0,5,22,16,1,95,20,51.3
1080,robin hack_1998_gladbach,Robin Hack,GER,Robin,Hack,FW,MF,Gladbach,Bundesliga,24,1998,15.0,2,12,10,2,0,2.3,6.3,50,46,103,10,43,22,51.2,0.23,0.45,3.9,3.9,0.09,+6.1,389,74.1,1474,219,85.5,115,77.7,30,49.2,2.0,-0.3,25,25,16,6,3,44,45,2,15,8,6,7,2,4,17,23.5,16,0,14,29,21,0,753,11,116,337,311,65,60,26,43.3,51.7,468,1378,39,20,36,17,22,9,79,16,42.1
1081,antwoine hackford_2004_sheffield utd,Antwoine Hackford,ENG,Antwoine,Hackford,FW,,Sheffield Utd,Premier League,19,2004,0.1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,2,100.0,0,2,100.0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,1,0,0.0,100.0,3,2,1,0,0,0,0,0,0,0,0.0
1082,munir el haddadi_1995_las palmas,Munir El Haddadi,MAR,Munir,El Haddadi,FW,,Las Palmas,La Liga,27,1995,27.2,2,5,3,3,0,1.9,5.5,26,78,167,3,42,11,26.2,0.07,0.27,4.3,3.5,0.08,-0.5,584,76.8,2061,335,86.8,179,78.9,38,50.0,2.8,+0.1,24,40,22,1,4,41,62,5,40,27,18,17,5,17,38,44.7,27,1,11,51,16,0,1043,14,108,516,430,70,61,21,34.4,57.4,671,1220,30,8,48,30,73,21,91,19,31.1
1083,jaouen hadjam_2003_nantes,Jaouen Hadjam,ALG,Jaouen,Hadjam,DF,,Nantes,Ligue 1,20,2003,1.2,0,0,0,0,0,0.4,0.4,6,10,17,0,1,0,0.0,0.00,0,0.0,0.0,0.04,0.0,80,77.7,517,37,86.0,36,81.8,5,41.7,0.2,-0.4,4,6,6,3,0,12,7,0,6,4,5,1,0,1,2,50.0,0,0,3,9,2,0,120,5,25,57,39,2,0,0,0,0,91,301,3,0,3,4,1,0,14,1,100.0
1084,ianis hagi_1998_alavés,Ianis Hagi,ROU,Ianis,Hagi,MF,FW,Alavés,La Liga,24,1998,8.9,2,2,0,3,0,2.0,4.0,17,32,58,0,26,8,30.8,0.00,0.00,2.8,2.0,0.08,-2.0,194,64.5,1189,100,84.0,61,65.6,31,47.7,1.8,0.0,24,21,12,4,4,54,48,1,17,12,2,14,1,5,12,41.7,8,0,5,22,4,0,405,2,32,162,222,25,27,14,51.9,29.6,224,576,13,2,13,13,19,1,33,13,54.2
1085,amadou haidara_1998_rb leipzig,Amadou Haidara,MLI,Amadou,Haidara,MF,,RB Leipzig,Bundesliga,25,1998,17.0,1,3,2,5,0,1.6,2.7,8,97,11,2,21,9,42.9,0.10,0.22,1.1,1.1,0.05,+0.9,694,84.1,4135,324,87.1,310,88.6,45,71.4,1.6,-0.6,17,95,19,1,2,4,41,7,42,27,24,16,2,23,41,56.1,28,6,21,63,37,0,1007,52,219,632,161,12,11,9,81.8,18.2,466,1007,10,2,9,14,15,2,96,34,65.4
1086,massadio haïdara_1992_lens,Massadio Haïdara,MLI,Massadio,Haïdara,DF,,Lens,Ligue 1,30,1992,8.2,1,1,0,1,0,0.2,0.3,8,40,25,0,3,0,0.0,0.00,0,0.1,0.1,0.05,-0.1,358,83.1,2060,169,87.1,149,88.2,24,57.1,0.4,+0.8,1,19,8,4,0,22,6,1,9,8,5,3,1,4,6,66.7,7,2,11,20,32,3,513,50,165,233,118,9,4,0,0.0,100.0,342,832,14,2,5,11,7,2,33,14,63.6
1087,oualid el hajjam_1991_le havre,Oualid El Hajjam,MAR,Oualid,El Hajjam,DF,MF,Le Havre,Ligue 1,32,1991,4.4,0,0,0,1,0,0.9,1.3,7,16,27,0,8,3,37.5,0.00,0.00,0.4,0.4,0.05,-0.4,176,75.2,1034,97,87.4,56,80.0,17,44.7,0.3,-0.9,7,12,4,2,0,10,12,1,8,7,5,2,1,2,9,22.2,5,1,6,14,10,0,289,9,96,133,64,10,5,4,80.0,20.0,191,460,5,0,1,13,4,1,26,3,37.5
1088,achraf hakimi_1998_paris s-g,Achraf Hakimi,MAR,Achraf,Hakimi,DF,,Paris S-G,Ligue 1,24,1998,21.5,5,9,4,3,0,5.2,9.4,84,218,230,4,42,12,28.6,0.10,0.33,4.2,4.2,0.10,-0.2,1712,86.5,8074,948,92.0,613,88.1,77,61.6,4.2,-0.2,43,153,45,13,4,79,93,14,29,19,14,9,6,17,34,50.0,28,4,12,41,28,2,2217,68,425,976,835,67,57,27,47.4,52.6,1762,4942,78,22,33,22,26,3,142,9,42.9
1089,lewis hall_2004_newcastle utd,Lewis Hall,ENG,Lewis,Hall,DF,,Newcastle Utd,Premier League,18,2004,8.7,0,1,1,2,0,0.3,0.6,19,46,27,1,11,4,36.4,0.09,0.25,0.3,0.3,0.03,+0.7,452,81.9,3083,229,92.3,186,84.5,33,54.1,0.7,-0.3,3,41,3,1,0,23,20,3,28,18,17,10,1,17,28,60.7,17,2,12,40,22,1,668,35,255,285,137,12,18,9,50.0,38.9,343,1035,16,5,13,5,5,0,56,10,47.6
1090,sébastien haller_1994_dortmund,Sébastien Haller,CIV,Sébastien,Haller,FW,,Dortmund,Bundesliga,29,1994,4.4,1,1,0,2,0,0.7,1.7,11,11,34,0,7,2,28.6,0.00,0.00,0.9,0.9,0.13,-0.9,78,67.8,237,47,71.2,19,70.4,3,100.0,0.9,+0.3,5,9,1,0,1,0,11,1,1,0,0,1,0,1,1,100.0,4,1,0,1,7,0,161,9,18,78,68,24,5,4,80.0,20.0,77,175,4,2,4,8,10,3,10,19,47.5
1091,gustavo hamer_1997_sheffield utd,Gustavo Hamer,NED,Gustavo,Hamer,MF,,Sheffield Utd,Premier League,26,1997,32.3,6,10,4,9,0,6.1,9.1,36,135,86,4,49,13,26.5,0.08,0.31,3.0,3.0,0.06,+1.0,754,68.4,4875,371,82.6,266,76.9,80,36.0,4.6,-0.1,70,94,37,7,5,115,116,12,39,21,17,15,7,16,59,27.1,33,9,29,68,35,0,1402,63,285,648,485,44,58,28,48.3,48.3,621,1568,26,13,17,50,17,6,162,6,27.3
1092,andreas hanche-olsen_1997_mainz 05,Andreas Hanche-Olsen,NOR,Andreas,Hanche-Olsen,DF,,Mainz 05,Bundesliga,26,1997,11.0,0,1,1,5,0,0.0,0.7,1,19,0,1,4,1,25.0,0.25,1.00,0.7,0.7,0.17,+0.3,342,77.9,2299,134,81.2,177,87.6,27,45.0,0.1,0.0,1,10,0,0,0,0,6,1,20,12,10,8,2,10,16,62.5,10,4,11,31,41,0,539,60,303,226,14,5,0,0,0,0,253,485,1,0,2,13,8,1,38,29,65.9
1093,isak hansen-aarøen_2004_werder bremen,Isak Hansen-Aarøen,NOR,Isak,Hansen-Aarøen,MF,,Werder Bremen,Bundesliga,18,2004,0.3,0,0,0,1,0,0.1,0.1,2,2,3,0,0,0,0,0,0,0.0,0.0,0,0.0,11,78.6,52,5,83.3,4,80.0,1,50.0,0.1,-0.1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,1,1,0,0,21,0,3,9,10,0,2,0,0.0,100.0,14,72,2,0,2,1,0,0,4,0,0
1094,ridgeciano haps_1993_genoa,Ridgeciano Haps,SUR,Ridgeciano,Haps,DF,,Genoa,Serie A,30,1993,8.6,1,1,0,0,0,0.7,0.8,13,13,42,0,4,0,0.0,0.00,0,0.1,0.1,0.03,-0.1,161,72.9,710,88,86.3,54,67.5,17,65.4,0.4,+0.3,3,6,4,1,0,16,7,1,7,6,3,2,2,5,8,62.5,3,0,6,13,11,1,285,14,76,99,111,18,9,3,33.3,66.7,159,303,6,6,8,3,16,1,33,10,62.5
1095,genki haraguchi_1991_stuttgart,Genki Haraguchi,JPN,Genki,Haraguchi,MF,,Stuttgart,Bundesliga,32,1991,0.3,0,0,0,0,0,0.0,0.0,1,3,0,0,0,0,0,0,0,0.0,0.0,0,0.0,14,77.8,53,8,88.9,5,100.0,1,33.3,0.0,0.0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,21,2,5,14,2,1,0,0,0,0,7,30,0,0,0,2,0,0,2,0,0
1096,amine harit_1997_marseille,Amine Harit,MAR,Amine,Harit,MF,FW,Marseille,Ligue 1,26,1997,20.2,2,3,1,5,0,3.7,7.4,84,127,112,1,33,8,24.2,0.03,0.13,3.7,3.7,0.11,-2.7,815,84.4,3325,404,90.0,311,88.6,49,55.7,3.6,-1.7,39,86,33,5,9,39,90,7,28,16,8,17,3,13,37,35.1,31,4,12,40,4,0,1184,13,113,573,515,64,75,39,52.0,36.0,969,2888,69,11,37,19,51,1,121,4,20.0
1097,luke harris_2005_fulham,Luke Harris,WAL,Luke,Harris,MF,,Fulham,Premier League,18,2005,0.8,0,0,0,0,0,0.0,0.3,0,1,0,0,1,1,100.0,0.00,0.00,0.3,0.3,0.28,-0.3,11,78.6,14,5,62.5,4,100.0,1,100.0,0.0,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0.0,0,0,0,1,0,0,19,1,8,6,5,1,2,0,0.0,100.0,9,6,1,0,0,2,2,0,3,0,0
1098,jack harrison_1996_everton,Jack Harrison,ENG,Jack,Harrison,MF,FW,Everton,Premier League,26,1996,24.6,3,6,3,1,0,3.4,7.0,65,62,135,3,34,9,26.5,0.09,0.33,3.6,3.6,0.11,-0.6,409,64.8,2378,243,83.5,127,65.1,23,31.5,3.3,-0.4,28,37,34,11,4,81,66,7,37,22,12,12,13,17,49,34.7,25,5,12,49,24,0,935,36,167,338,445,59,75,29,38.7,52.0,539,1546,31,14,41,20,30,1,129,10,34.5
1099,abdou harroui_1998_frosinone,Abdou Harroui,NED,Abdou,Harroui,MF,FW,Frosinone,Serie A,25,1998,11.3,3,6,2,2,0,1.2,3.5,43,38,56,3,32,11,34.4,0.06,0.18,3.1,2.3,0.07,-0.3,303,79.1,1016,186,86.1,84,79.2,15,60.0,1.4,+1.8,16,29,12,4,4,12,39,4,23,11,11,11,1,8,16,50.0,19,3,5,28,8,0,564,11,79,276,220,32,44,19,43.2,47.7,308,1221,31,8,7,18,16,1,53,12,60.0
1100,makoto hasebe_1984_eint frankfurt,Makoto Hasebe,JPN,Makoto,Hasebe,DF,MF,Eint Frankfurt,Bundesliga,39,1984,2.4,0,0,0,1,0,0.0,0.0,0,10,3,0,0,0,0,0,0,0.0,0.0,0,0.0,166,87.8,1037,52,92.9,100,91.7,14,60.9,0.2,0.0,0,7,2,0,1,1,3,0,4,2,2,2,0,3,6,50.0,2,1,2,6,5,0,209,11,73,125,12,0,0,0,0,0,141,432,1,0,1,4,3,0,13,4,57.1
1101,daiki hashioka_1999_luton town,Daiki Hashioka,JPN,Daiki,Hashioka,DF,,Luton Town,Premier League,24,1999,6.6,0,0,0,0,0,0.7,0.8,3,21,16,0,2,0,0.0,0.00,0,0.1,0.1,0.05,-0.1,227,80.5,1580,101,93.5,107,84.9,16,47.1,0.3,-0.7,3,14,4,3,0,9,8,0,11,5,6,4,1,5,11,45.5,12,7,8,19,20,0,355,51,165,137,55,2,2,1,50.0,50.0,184,303,3,0,6,10,6,0,26,12,50.0
1102,hans hateboer_1994_atalanta,Hans Hateboer,NED,Hans,Hateboer,DF,,Atalanta,Serie A,29,1994,12.4,1,1,0,5,0,2.0,2.4,19,42,71,0,11,3,27.3,0.00,0.00,0.3,0.3,0.03,-0.3,514,83.4,2447,303,93.5,174,82.9,27,57.4,1.2,-1.0,22,27,17,13,0,34,33,3,12,5,8,2,2,5,15,33.3,21,7,4,16,21,0,714,32,174,297,245,22,11,6,54.5,36.4,352,764,19,3,4,16,3,0,34,18,62.1
1103,pantelis hatzidiakos_1997_cagliari,Pantelis Hatzidiakos,GRE,Pantelis,Hatzidiakos,DF,,Cagliari,Serie A,26,1997,9.5,0,0,0,1,0,0.0,0.4,3,34,7,0,4,1,25.0,0.00,0.00,0.4,0.4,0.10,-0.4,328,81.0,2526,125,96.9,159,83.7,40,58.8,0.2,0.0,1,31,3,1,0,6,5,0,22,10,12,10,0,10,17,58.8,14,5,13,35,30,1,505,50,229,237,43,8,3,1,33.3,66.7,245,581,7,1,3,7,4,0,50,5,35.7
1104,kai havertz_1999_arsenal,Kai Havertz,GER,Kai,Havertz,MF,FW,Arsenal,Premier League,24,1999,29.3,7,20,12,11,0,4.4,15.9,55,99,191,13,68,27,39.7,0.18,0.44,12.3,11.6,0.17,+0.4,764,80.0,2405,525,86.2,195,79.6,7,46.7,4.3,+2.6,46,65,29,1,2,12,106,22,35,15,7,21,7,14,39,35.9,26,1,20,55,22,0,1282,29,143,541,611,184,42,16,38.1,45.2,686,1532,36,23,35,49,44,15,122,102,50.2
1105,thorgan hazard_1993_dortmund,Thorgan Hazard,BEL,Thorgan,Hazard,DF,,Dortmund,Bundesliga,30,1993,0.1,0,0,0,0,0,0.0,0.0,0,2,1,0,0,0,0,0,0,0.0,0.0,0,0.0,7,77.8,45,4,66.7,2,100.0,1,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,6,2,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0.0
1106,jan paul van hecke_2000_brighton,Jan Paul van Hecke,NED,Jan,Paul van Hecke,DF,,Brighton,Premier League,23,2000,26.3,0,0,0,4,0,0.9,2.1,25,147,7,0,15,6,40.0,0.00,0.00,1.2,1.2,0.08,-1.2,2225,92.1,14722,939,94.8,1109,93.9,136,73.1,1.1,-0.9,10,156,10,1,3,4,37,3,47,26,25,19,3,27,45,60.0,49,27,30,77,76,4,2668,324,1209,1311,157,20,9,5,55.6,22.2,1918,6274,41,2,3,14,17,0,130,66,66.0
1107,hwang hee-chan_1996_wolves,Hwang Hee-chan,KOR,Hwang,Hee-chan,FW,MF,Wolves,Premier League,27,1996,23.5,3,15,11,6,0,3.0,9.9,37,37,120,12,44,17,38.6,0.25,0.65,7.7,6.9,0.16,+4.1,424,77.0,1028,256,82.1,131,80.9,13,61.9,2.9,0.0,17,19,7,2,3,11,48,9,20,10,11,8,1,9,24,37.5,19,1,10,30,9,0,777,13,100,345,344,103,69,36,52.2,43.5,478,999,21,24,31,31,32,15,75,7,13.7
1108,silvan hefti_1997_genoa,Silvan Hefti,SUI,Silvan,Hefti,MF,DF,Genoa,Serie A,25,1997,1.3,0,0,0,0,0,0.0,0.0,1,2,4,0,0,0,0,0,0,0.0,0.0,0,0.0,24,61.5,119,15,75.0,6,54.5,2,50.0,0.0,0.0,0,1,0,0,0,2,0,0,6,1,2,3,1,4,7,57.1,2,0,0,6,1,0,52,3,17,24,11,0,1,0,0.0,100.0,15,49,0,0,0,2,1,0,3,2,50.0
1109,silvan hefti_1997_montpellier,Silvan Hefti,SUI,Silvan,Hefti,DF,FW,Montpellier,Ligue 1,25,1997,7.9,1,1,0,1,0,1.0,1.2,14,25,36,0,4,1,25.0,0.00,0.00,0.2,0.2,0.05,-0.2,238,72.6,1326,132,83.5,81,70.4,10,37.0,1.1,0.0,3,12,7,3,0,19,11,3,21,15,10,7,4,15,29,51.7,7,2,8,29,11,0,391,21,128,162,107,10,10,7,70.0,20.0,238,736,9,1,6,5,8,0,39,3,27.3
1110,dominique heintz_1993_köln,Dominique Heintz,GER,Dominique,Heintz,DF,,Köln,Bundesliga,29,1993,6.3,0,0,0,0,0,0.5,0.5,10,30,16,0,0,0,0,0,0,0.0,0.0,0,0.0,349,82.5,2053,130,90.3,186,90.7,31,49.2,0.7,-0.5,7,24,6,5,0,23,14,0,12,5,6,6,0,8,12,66.7,6,1,3,15,28,0,489,37,154,274,64,2,4,3,75.0,25.0,253,699,12,1,3,7,4,1,30,11,50.0
1111,dean henderson_1997_crystal palace,Dean Henderson,ENG,Dean,Henderson,GK,,Crystal Palace,Premier League,26,1997,18.0,0,0,0,2,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,280,57.7,5485,75,96.2,120,97.6,81,29.2,0.0,0.0,0,9,1,0,0,0,1,1,1,1,1,0,0,1,2,50.0,0,0,0,1,8,2,536,478,536,0,0,0,0,0,0,0,284,734,0,0,0,0,2,0,14,4,100.0
1112,liam henderson_1996_empoli,Liam Henderson,SCO,Liam,Henderson,MF,,Empoli,Serie A,27,1996,0.1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,2,40.0,0,1,50.0,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
1113,benjamin henrichs_1997_rb leipzig,Benjamin Henrichs,GER,Benjamin,Henrichs,DF,,RB Leipzig,Bundesliga,26,1997,28.1,5,6,1,5,0,4.4,6.9,53,124,161,1,35,9,25.7,0.03,0.11,2.5,2.5,0.07,-1.5,1314,78.7,8038,657,88.4,548,81.4,85,51.5,6.0,+0.6,40,78,46,11,15,67,89,13,68,39,32,26,10,27,58,46.6,49,4,33,101,37,0,1959,61,508,850,620,68,54,33,61.1,27.8,1113,2958,51,7,20,27,34,2,163,23,51.1
1114,henrique_1994_lyon,Henrique,BRA,Henrique,,DF,,Lyon,Ligue 1,29,1994,6.7,0,1,1,2,0,0.4,0.8,20,36,33,1,8,3,37.5,0.13,0.33,0.3,0.3,0.04,+0.7,351,87.8,1386,209,94.6,113,87.6,13,52.0,0.6,-0.4,5,28,5,4,0,17,9,1,10,6,6,4,0,6,11,54.5,8,2,10,20,3,0,452,12,100,217,140,12,7,2,28.6,57.1,327,958,14,2,2,7,8,0,24,5,50.0
1115,luis henrique_2001_marseille,Luis Henrique,BRA,Luis,Henrique,FW,DF,Marseille,Ligue 1,21,2001,8.7,0,1,1,0,0,0.7,2.0,30,40,84,1,12,3,25.0,0.08,0.33,1.3,1.3,0.11,-0.3,300,77.5,1430,145,84.3,121,79.6,27,60.0,0.9,-0.7,10,25,14,5,0,27,29,0,8,7,4,1,3,4,7,57.1,9,0,8,16,3,0,472,9,71,185,227,25,25,13,52.0,44.0,366,1158,26,9,9,1,2,6,58,0,0
1116,luiz henrique_2001_betis,Luiz Henrique,BRA,Luiz,Henrique,FW,,Betis,La Liga,22,2001,6.8,3,3,0,1,0,1.6,2.9,35,17,58,0,18,3,16.7,0.00,0.00,1.2,1.2,0.07,-1.2,146,69.2,489,78,77.2,46,74.2,13,54.2,1.5,+1.4,11,10,10,6,1,24,30,5,15,11,4,10,1,9,14,64.3,11,0,5,20,8,0,319,4,33,135,156,34,47,26,55.3,27.7,205,897,14,10,17,7,15,0,29,15,51.7
1117,matheus henrique_1997_sassuolo,Matheus Henrique,BRA,Matheus,Henrique,MF,,Sassuolo,Serie A,25,1997,27.8,2,4,2,8,1,1.6,3.9,43,94,44,2,19,7,36.8,0.11,0.29,2.3,2.3,0.12,-0.3,831,81.7,5187,331,85.1,376,88.5,102,65.0,1.6,+0.4,36,90,22,3,5,26,77,5,43,29,21,18,4,18,43,41.9,18,8,25,68,31,6,1234,67,263,686,302,23,39,20,51.3,35.9,753,2575,34,5,20,21,38,2,141,14,53.8
1118,rico henry_1997_brentford,Rico Henry,ENG,Rico,Henry,DF,,Brentford,Premier League,26,1997,4.5,1,1,0,1,0,1.0,1.1,13,20,12,0,2,0,0.0,0.00,0,0.1,0.1,0.04,-0.1,147,80.3,763,82,87.2,51,83.6,11,57.9,0.8,0.0,4,10,7,2,0,11,13,3,7,5,3,3,1,6,7,85.7,8,3,5,12,5,1,227,14,78,93,59,7,10,7,70.0,10.0,115,372,3,3,7,4,6,2,24,4,44.4
1119,thomas henry_1994_hellas verona,Thomas Henry,FRA,Thomas,Henry,FW,,Hellas Verona,Serie A,28,1994,3.7,0,3,3,2,2,0.0,2.5,2,3,20,3,13,7,53.8,0.23,0.43,3.3,2.5,0.19,+0.5,33,49.3,83,20,47.6,8,80.0,1,33.3,0.1,0.0,2,2,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,115,5,11,53,54,17,5,1,20.0,80.0,63,43,2,1,2,15,5,3,8,19,48.7
1120,christophe hérelle_1992_metz,Christophe Hérelle,MTQ,Christophe,Hérelle,DF,,Metz,Ligue 1,30,1992,18.0,0,0,0,4,1,0.0,0.1,1,41,1,0,4,0,0.0,0.00,0,0.1,0.1,0.02,-0.1,543,89.2,3571,110,91.7,326,95.6,101,73.7,0.1,0.0,1,29,5,1,0,1,15,2,32,15,24,7,1,13,23,56.5,16,9,18,50,68,2,776,105,377,388,20,4,9,5,55.6,33.3,504,1397,3,0,1,14,33,0,77,17,51.5
1121,mario hermoso_1995_atlético madrid,Mario Hermoso,ESP,Mario,Hermoso,DF,,Atlético Madrid,La Liga,28,1995,28.4,1,1,0,9,0,0.8,2.2,39,177,61,0,17,4,23.5,0.00,0.00,1.4,1.4,0.08,-1.4,1676,86.1,10370,828,94.2,659,89.4,156,60.0,1.1,+0.2,17,162,18,6,2,38,45,6,46,25,29,13,4,28,51,54.9,27,9,30,76,93,0,2196,152,811,1154,251,24,20,11,55.0,30.0,1248,3028,32,1,11,32,23,1,168,46,59.0
1122,javi hernández_1998_cádiz,Javi Hernández,ESP,Javi,Hernández,DF,,Cádiz,La Liga,25,1998,27.9,2,3,1,10,0,2.1,3.5,40,94,57,1,30,8,26.7,0.03,0.13,1.4,1.4,0.05,-0.4,922,71.4,7452,449,85.7,350,77.4,93,38.4,2.8,-0.1,32,73,24,18,1,127,63,6,43,24,26,12,5,25,46,54.3,34,9,19,62,72,1,1571,112,509,669,412,29,32,13,40.6,53.1,685,2182,44,6,13,45,19,1,139,31,53.4
1123,aridane hernández_1989_rayo vallecano,Aridane Hernández,ESP,Aridane,Hernández,DF,,Rayo Vallecano,La Liga,34,1989,18.8,0,0,0,3,0,0.0,0.4,0,21,0,0,5,0,0.0,0.00,0,0.3,0.3,0.06,-0.3,675,85.7,4358,248,91.2,352,91.0,68,59.6,0.1,0.0,3,20,0,0,0,0,10,0,10,8,5,4,1,4,11,36.4,19,14,14,24,98,1,959,155,586,358,18,10,3,1,33.3,0.0,438,843,2,0,0,11,12,0,86,35,66.0
1124,lucas hernández_1996_paris s-g,Lucas Hernández,FRA,Lucas,Hernández,DF,,Paris S-G,Ligue 1,27,1996,21.2,1,2,1,6,0,1.6,2.0,30,156,22,1,6,2,33.3,0.17,0.50,0.5,0.5,0.08,+0.5,1670,89.8,9121,696,93.5,822,92.8,117,67.6,1.4,-0.6,12,166,9,1,1,19,25,3,52,36,28,15,9,29,50,58.0,21,5,27,79,38,0,2041,91,578,1247,234,19,16,9,56.3,31.3,1583,3507,33,4,5,23,30,1,124,23,59.0
1125,luis hernández_1989_cádiz,Luis Hernández,ESP,Luis,Hernández,DF,,Cádiz,La Liga,34,1989,8.0,0,1,1,4,0,0.4,1.3,2,31,1,1,1,1,100.0,1.00,1.00,1.0,1.0,0.95,0.0,257,70.8,2776,78,84.8,137,80.6,41,41.8,0.4,-0.4,6,27,1,0,1,2,17,0,7,3,4,3,0,4,8,50.0,3,2,8,15,25,0,411,34,178,167,69,1,0,0,0,0,172,559,3,0,0,8,0,0,24,9,81.8
1126,theo hernández_1997_milan,Theo Hernández,FRA,Theo,Hernández,DF,,Milan,Serie A,25,1997,31.0,4,9,4,11,1,4.3,7.7,115,166,124,5,55,16,29.1,0.07,0.25,4.9,3.4,0.06,+0.6,1717,86.1,9027,934,93.9,637,89.8,91,52.9,4.6,-0.3,44,103,40,12,6,68,119,13,30,17,19,11,0,11,22,50.0,33,13,23,53,42,1,2270,90,581,1191,531,71,81,37,45.7,39.5,1467,6095,93,13,22,38,50,2,172,29,61.7
1127,jorge herrando_2001_osasuna,Jorge Herrando,ESP,Jorge,Herrando,DF,,Osasuna,La Liga,22,2001,18.3,1,1,0,4,0,0.2,0.6,3,35,1,0,4,0,0.0,0.00,0,0.4,0.4,0.09,-0.4,589,79.8,4290,213,89.9,315,90.8,56,42.7,0.1,+0.8,2,33,1,0,0,0,4,0,29,19,23,6,0,12,19,63.2,20,11,15,44,69,1,899,125,476,399,25,10,2,2,100.0,0.0,442,870,3,0,2,26,10,0,49,26,51.0
1128,ander herrera_1989_athletic club,Ander Herrera,ESP,Ander,Herrera,MF,,Athletic Club,La Liga,33,1989,11.4,3,3,0,4,0,1.2,1.9,11,94,17,0,14,2,14.3,0.00,0.00,0.7,0.7,0.05,-0.7,643,85.1,2855,337,91.3,234,86.3,44,62.0,1.9,+1.8,12,67,17,3,4,13,30,3,44,32,11,26,7,20,36,55.6,16,6,15,59,18,1,903,37,171,525,220,13,10,5,50.0,40.0,477,839,21,0,6,21,11,0,76,14,36.8
1129,cristian herrera_1991_las palmas,Cristian Herrera,ESP,Cristian,Herrera,FW,MF,Las Palmas,La Liga,32,1991,1.8,0,1,1,1,0,0.0,0.9,2,8,16,1,1,1,100.0,1.00,1.00,0.9,0.9,0.87,+0.1,92,91.1,323,66,95.7,23,92.0,1,100.0,0.1,0.0,1,6,0,0,0,1,5,1,1,1,0,1,0,1,2,50.0,1,0,0,1,2,0,117,2,16,59,42,4,2,1,50.0,50.0,77,138,3,0,2,3,3,2,9,0,0.0
