,ID_full,Player,Nation,First Name,Last Name,Position Primary,Position Secondary,Squad,League,Age,Born,90s,Assists,G+A,Goals without Penalties,Yellow Cards,Red Cards,xAssistedGoals,npxG+xAG,Prog. Carries,Prog. Passes,Progressive Passes received,Goals,Shots,Shots on Target,Shots on Target %,Goals per Shot,Goals per Shot on Target,xG,npxG,npxG per Shot,npxG Over/Underperformance,Passes played,Pass %,Progressive Pass Distance,Short Passes Completed,% Short Passes Completed,Medium Passes Completed,% Medium Passes Completed,Long Passes Completed,% Long Passes Completed,xA,xA Over/Underperformance,Key Passes,Passes into final 1/3,Passes into Penalty Area,Crosses into Penalty Area,Through Balls,Crosses,Shot Creating Actions,Goal Creating Actions,Tackles,Tackles Won,Tackles in Defensive 3rd,Tackles in Midfield,Tackles in Attacking 3rd,Dribblers Tackled,Dribbles Challenged,% of dribblers tackled,Blocks,Shots Blocked,Interceptions,Tackles + Int,Clearances,Errors leading to shots,Touches,Touches own PA,Touches in Def. 1/3,Touches in Midfield,Touches in Final 1/3,Touches Opp. PA,Take-Ons Attempted,Take-Ons Completed,% Successful Take-Ons,% Tackled during Take-Ons,Carries,Progressive Carries Distance,Carries into final 1/3,Carries into Penalty Area,Dispossesed,Fouls Committed,Fouls drawn,Offsides,Ball Recoveries,Aerials won,% Aerials won
2245,marc roca_1996_betis,Marc Roca,ESP,Marc,Roca,MF,,Betis,La Liga,26,1996,22.0,2,4,2,5,0,1.4,2.5,24,126,20,2,20,7,35.0,0.10,0.29,1.1,1.1,0.06,+0.9,997,83.6,5610,473,90.6,387,87.6,99,59.6,1.7,+0.6,19,120,17,0,1,25,59,3,52,36,17,29,6,30,53,56.6,29,6,17,69,23,1,1403,53,333,858,229,23,21,11,52.4,42.9,821,2096,22,6,18,48,23,1,147,9,29.0
2246,sebastian rode_1990_eint frankfurt,Sebastian Rode,GER,Sebastian,Rode,MF,,Eint Frankfurt,Bundesliga,32,1990,0.7,0,0,0,0,0,0.1,0.1,3,11,4,0,0,0,0,0,0,0.0,0.0,0,0.0,44,77.2,232,23,79.3,16,76.2,2,50.0,0.5,-0.1,1,3,5,0,0,1,3,0,6,4,0,5,1,4,6,66.7,0,0,1,7,1,0,65,1,6,43,18,1,0,0,0,0,31,85,2,0,0,0,1,0,10,2,40.0
2247,sergio rodelas_2004_granada,Sergio Rodelas,ESP,Sergio,Rodelas,FW,DF,Granada,La Liga,18,2004,1.4,1,1,0,0,0,1.1,1.2,3,1,5,0,2,0,0.0,0.00,0,0.0,0.0,0.02,0.0,27,81.8,129,16,94.1,8,80.0,1,50.0,0.8,-0.1,2,0,1,1,0,4,6,1,3,2,1,0,2,0,3,0.0,0,0,0,3,0,0,53,0,10,19,24,6,6,2,33.3,50.0,25,74,3,1,1,2,1,0,7,0,0.0
2248,rodri_1996_manchester city,Rodri,ESP,Rodri,,MF,,Manchester City,Premier League,27,1996,32.6,9,17,8,8,1,3.9,8.0,76,376,55,8,62,22,35.5,0.13,0.36,4.1,4.1,0.07,+3.9,3365,92.0,15766,1676,94.5,1273,93.6,340,84.8,6.1,+5.1,49,378,61,0,15,12,157,23,70,43,25,33,12,29,60,48.3,32,8,26,96,41,4,3988,114,664,2337,1013,80,64,42,65.6,21.9,2513,6408,88,12,32,41,35,6,235,54,71.1
2249,rodri_2000_betis,Rodri,ESP,Rodri,,FW,MF,Betis,La Liga,23,2000,11.7,0,0,0,0,0,1.2,2.2,49,65,116,0,18,5,27.8,0.00,0.00,1.1,1.1,0.06,-1.1,449,78.8,1882,258,90.2,144,78.7,27,56.3,2.2,-1.2,15,36,32,6,6,36,33,0,17,10,6,7,4,8,21,38.1,11,0,8,25,2,0,711,3,98,325,299,43,57,24,42.1,42.1,496,1607,30,14,18,6,29,4,58,0,0.0
2250,álvaro rodríguez_2004_real madrid,Álvaro Rodríguez,URU,Álvaro,Rodríguez,FW,,Real Madrid,La Liga,19,2004,0.0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,1,0,0,2,2,100.0,0.0,1,0,1,0,1,0,0,0,1,0,0
2251,óscar rodríguez arnaiz_1998_getafe,Óscar Rodríguez Arnaiz,ESP,Óscar,Rodríguez Arnaiz,MF,FW,Getafe,La Liga,25,1998,10.7,1,3,2,9,0,2.1,3.6,13,52,48,2,34,9,26.5,0.06,0.22,1.5,1.5,0.04,+0.5,333,75.3,1332,174,82.9,102,79.1,46,68.7,1.4,-1.1,21,39,11,1,3,17,49,4,24,13,2,15,7,9,15,60.0,12,1,5,29,5,0,595,7,56,287,259,30,31,14,45.2,51.6,320,757,24,4,12,20,15,1,48,10,27.0
2252,damián rodríguez_2003_celta vigo,Damián Rodríguez,ESP,Damián,Rodríguez,MF,,Celta Vigo,La Liga,20,2003,2.9,2,2,0,1,0,0.8,0.8,2,9,4,0,1,0,0.0,0.00,0,0.0,0.0,0.03,0.0,191,89.7,813,89,96.7,84,94.4,10,47.6,0.8,+1.2,6,17,0,0,0,9,8,3,6,3,1,3,2,1,3,33.3,4,2,1,7,2,0,227,6,42,132,54,1,0,0,0,0,145,239,4,1,2,4,1,0,8,0,0.0
2253,dani rodríguez_1988_mallorca,Dani Rodríguez,ESP,Dani,Rodríguez,MF,,Mallorca,La Liga,35,1988,29.1,4,6,2,9,0,4.1,5.5,54,118,110,2,27,4,14.8,0.07,0.50,1.4,1.4,0.05,+0.6,693,68.6,4005,328,84.3,250,73.5,84,42.2,5.2,-0.1,48,71,27,11,9,169,99,9,47,24,21,20,6,21,45,46.7,34,5,15,62,21,0,1316,29,178,636,524,44,79,33,41.8,50.6,690,1991,47,9,60,61,43,6,151,23,31.5
2254,guido rodríguez_1994_betis,Guido Rodríguez,ARG,Guido,Rodríguez,MF,,Betis,La Liga,29,1994,20.5,0,2,2,6,0,0.8,1.4,8,65,18,2,18,7,38.9,0.11,0.29,0.7,0.7,0.04,+1.3,888,85.2,4610,428,91.8,333,88.8,88,67.2,0.8,-0.8,4,73,1,0,1,6,24,6,53,30,21,24,8,34,55,61.8,27,6,29,82,44,0,1259,70,360,747,156,19,14,10,71.4,21.4,672,1129,13,1,17,23,35,4,155,20,58.8
2255,jay rodriguez_1989_burnley,Jay Rodriguez,ENG,Jay,Rodriguez,FW,,Burnley,Premier League,34,1989,9.1,1,3,1,0,0,0.2,2.9,2,17,28,2,21,7,33.3,0.05,0.14,3.5,2.7,0.13,-1.7,142,65.7,396,89,74.8,36,69.2,9,33.3,0.1,+0.8,4,16,2,0,1,1,13,1,14,9,7,4,3,7,13,53.8,11,1,1,15,8,0,314,11,48,165,101,24,9,6,66.7,33.3,152,137,3,1,5,18,6,7,25,21,35.6
2256,kirian rodríguez_1996_las palmas,Kirian Rodríguez,ESP,Kirian,Rodríguez,MF,,Las Palmas,La Liga,27,1996,35.7,2,8,6,8,0,1.6,3.7,46,296,78,6,43,14,32.6,0.14,0.43,2.1,2.1,0.05,+3.9,2705,88.3,12239,1478,93.1,1001,91.3,148,66.1,2.8,+0.4,37,278,41,4,16,26,77,9,52,32,22,25,5,24,67,35.8,39,3,28,80,23,1,3337,59,712,2088,560,19,37,26,70.3,24.3,2158,4802,45,0,48,23,37,1,231,22,32.4
2257,miguel rodríguez_2003_celta vigo,Miguel Rodríguez,ESP,Miguel,Rodríguez,MF,,Celta Vigo,La Liga,20,2003,3.3,0,0,0,2,0,0.2,0.4,14,8,35,0,6,0,0.0,0.00,0,0.2,0.2,0.04,-0.2,82,70.7,258,48,87.3,26,60.5,1,16.7,0.2,-0.2,2,3,4,0,0,11,6,0,6,3,3,1,2,3,9,33.3,8,0,4,10,0,0,170,1,16,61,97,6,17,3,17.6,64.7,115,430,12,3,4,15,11,0,9,1,11.1
2258,ricardo rodríguez_1992_torino,Ricardo Rodríguez,SUI,Ricardo,Rodríguez,DF,,Torino,Serie A,30,1992,30.8,2,3,1,4,0,1.4,1.7,61,127,40,1,11,2,18.2,0.09,0.50,0.3,0.3,0.03,+0.7,1401,83.5,8173,669,94.5,584,84.8,117,54.9,1.8,+0.6,20,119,25,12,1,57,49,3,45,26,21,22,2,28,45,62.2,22,9,24,69,64,2,1894,135,673,989,243,9,11,8,72.7,27.3,1134,3677,36,4,4,25,9,1,112,41,58.6
2259,rodrygo_2001_real madrid,Rodrygo,BRA,Rodrygo,,FW,,Real Madrid,La Liga,22,2001,26.4,5,15,10,2,0,4.0,14.9,159,90,301,10,86,35,40.7,0.12,0.29,11.7,10.9,0.13,-0.9,883,87.7,1882,639,93.6,166,82.2,19,57.6,4.2,+1.0,46,42,44,4,3,32,111,14,16,15,2,9,5,5,19,26.3,14,0,8,24,6,0,1352,3,50,414,905,206,147,60,40.8,46.3,1002,4344,106,84,30,10,46,13,61,5,19.2
2260,mads roerslev_1999_brentford,Mads Roerslev,DEN,Mads,Roerslev,DF,,Brentford,Premier League,24,1999,22.1,2,3,1,1,0,1.8,2.7,18,43,90,1,7,1,14.3,0.14,1.00,0.9,0.9,0.14,+0.1,496,66.8,2978,238,79.1,202,68.0,47,50.5,1.4,+0.2,15,32,23,21,1,62,33,3,48,31,34,9,5,27,54,50.0,15,3,19,67,71,0,966,99,362,342,268,23,28,11,39.3,53.6,448,864,12,6,15,10,15,3,82,14,34.1
2261,rogério_1998_wolfsburg,Rogério,BRA,Rogério,,DF,,Wolfsburg,Bundesliga,25,1998,10.1,0,1,1,0,0,0.4,0.7,27,57,42,1,4,2,50.0,0.25,0.50,0.3,0.3,0.09,+0.7,455,82.4,2809,241,92.0,181,81.5,24,61.5,0.9,-0.4,6,29,11,8,0,27,19,1,14,6,7,5,2,10,14,71.4,16,5,5,19,23,1,659,25,168,337,163,10,18,4,22.2,72.2,364,1019,16,4,8,7,12,0,55,7,33.3
2262,morgan rogers_2002_aston villa,Morgan Rogers,ENG,Morgan,Rogers,MF,FW,Aston Villa,Premier League,21,2002,7.1,1,4,3,3,0,0.6,2.0,22,28,30,3,11,5,45.5,0.27,0.60,1.4,1.4,0.12,+1.6,147,75.4,847,77,77.8,50,83.3,12,85.7,0.4,+0.4,9,16,12,0,2,2,23,4,8,1,3,2,3,2,11,18.2,11,0,3,11,11,0,289,10,66,131,98,23,33,17,51.5,36.4,150,563,11,6,11,12,9,0,31,7,46.7
2263,merlin röhl_2002_freiburg,Merlin Röhl,GER,Merlin,Röhl,MF,FW,Freiburg,Bundesliga,21,2002,16.4,4,6,2,3,1,2.5,4.5,44,38,87,2,24,8,33.3,0.08,0.25,2.0,2.0,0.08,0.0,365,79.7,1221,187,80.3,139,88.5,25,69.4,2.1,+1.5,19,36,10,4,1,16,45,6,21,13,10,9,2,8,21,38.1,27,3,9,30,22,0,676,30,130,316,255,41,42,21,50.0,33.3,398,1414,37,10,42,35,28,2,103,21,40.4
2264,alessio romagnoli_1995_lazio,Alessio Romagnoli,ITA,Alessio,Romagnoli,DF,,Lazio,Serie A,28,1995,26.8,0,0,0,9,0,0.6,1.1,7,87,2,0,11,5,45.5,0.00,0.00,0.6,0.6,0.05,-0.6,1604,91.2,9970,670,95.3,804,94.7,96,62.7,0.6,-0.6,6,82,5,1,1,1,12,1,25,18,14,11,0,16,24,66.7,29,17,29,54,115,0,1995,276,973,992,36,18,1,0,0.0,100.0,981,2024,2,0,0,34,19,1,120,76,58.5
2265,simone romagnoli_1990_frosinone,Simone Romagnoli,ITA,Simone,Romagnoli,DF,,Frosinone,Serie A,33,1990,30.2,1,2,1,6,0,0.4,1.6,2,47,2,1,12,1,8.3,0.08,1.00,1.2,1.2,0.10,-0.2,1221,85.9,8093,481,89.9,636,90.7,80,57.1,0.2,+0.6,3,22,0,0,0,1,8,1,35,15,23,11,1,15,20,75.0,51,36,29,64,147,0,1733,393,1076,620,42,23,0,0,0,0,706,1598,2,0,0,24,7,0,99,97,55.4
2266,carlos romero_2001_villarreal,Carlos Romero,ESP,Carlos,Romero,DF,,Villarreal,La Liga,21,2001,2.9,0,0,0,1,0,0.0,0.4,6,6,21,0,2,1,50.0,0.00,0.00,0.4,0.4,0.20,-0.4,113,68.9,736,60,81.1,45,72.6,7,36.8,0.2,0.0,0,5,1,0,0,11,1,1,11,5,8,1,2,7,12,58.3,3,0,1,12,11,0,203,16,78,70,55,7,6,3,50.0,50.0,83,257,3,1,2,2,6,0,27,1,33.3
2267,cristian romero_1998_tottenham,Cristian Romero,ARG,Cristian,Romero,DF,,Tottenham,Premier League,25,1998,31.0,0,5,5,7,1,0.4,3.9,32,179,8,5,24,9,37.5,0.21,0.56,3.5,3.5,0.14,+1.5,2390,91.7,16198,966,93.3,1279,95.4,111,70.3,1.5,-0.4,7,189,14,0,6,3,35,2,66,40,35,25,6,32,44,72.7,46,22,44,110,106,1,2923,357,1254,1494,198,33,8,5,62.5,12.5,1957,6026,42,0,4,31,24,1,189,87,69.0
2268,isaac romero_2000_sevilla,Isaac Romero,ESP,Isaac,Romero,FW,,Sevilla,La Liga,23,2000,11.5,4,8,4,2,0,1.7,9.0,31,16,64,4,42,17,40.5,0.10,0.24,7.3,7.3,0.17,-3.3,146,69.9,319,83,79.0,46,71.9,5,41.7,1.0,+2.3,11,9,9,1,1,12,29,8,6,3,2,2,2,5,9,55.6,12,0,0,6,11,0,370,9,35,143,202,63,31,13,41.9,51.6,195,657,12,14,9,28,17,6,36,16,45.7
2269,luka romero_2004_milan,Luka Romero,ARG,Luka,Romero,FW,MF,Milan,Serie A,18,2004,1.0,0,0,0,1,0,0.0,0.1,4,3,7,0,1,0,0.0,0.00,0,0.1,0.1,0.09,-0.1,33,84.6,58,20,90.9,11,84.6,0,0,0.1,0.0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,3,0.0,2,0,0,0,0,0,48,1,8,23,19,2,3,1,33.3,66.7,37,103,2,0,2,3,2,0,5,1,50.0
2270,luka romero_2004_almería,Luka Romero,ARG,Luka,Romero,FW,,Almería,La Liga,18,2004,4.9,0,3,3,2,0,0.1,1.4,11,14,20,3,8,3,37.5,0.38,1.00,1.3,1.3,0.18,+1.7,137,92.6,338,93,94.9,37,92.5,1,100.0,0.1,-0.1,2,7,2,1,0,2,10,4,5,1,2,3,0,2,4,50.0,12,1,1,6,2,1,226,5,39,118,71,5,16,7,43.8,50.0,143,341,12,1,9,8,11,0,22,2,25.0
2271,oriol romeu_1991_barcelona,Oriol Romeu,ESP,Oriol,Romeu,MF,,Barcelona,La Liga,31,1991,10.4,1,1,0,4,0,1.3,2.0,12,66,4,0,10,2,20.0,0.00,0.00,0.7,0.7,0.07,-0.7,717,89.0,2753,372,93.2,291,91.2,38,64.4,0.9,-0.3,8,80,8,1,4,6,17,2,34,20,17,14,3,13,24,54.2,12,2,10,44,18,0,922,27,148,615,161,4,5,4,80.0,20.0,539,1245,25,0,8,15,11,0,62,14,42.4
2272,valentin rongier_1994_marseille,Valentin Rongier,FRA,Valentin,Rongier,MF,,Marseille,Ligue 1,28,1994,9.5,0,0,0,2,0,0.8,1.4,19,73,10,0,10,3,30.0,0.00,0.00,0.6,0.6,0.06,-0.6,504,87.3,2852,178,85.2,267,93.7,43,69.4,1.2,-0.8,9,72,10,1,8,3,28,1,23,12,9,12,2,14,26,53.8,16,4,15,38,18,0,685,27,135,413,143,10,10,5,50.0,50.0,511,1333,14,1,8,13,6,0,55,9,60.0
2273,frank ronstadt_1997_darmstadt 98,Frank Ronstadt,GER,Frank,Ronstadt,DF,MF,Darmstadt 98,Bundesliga,26,1997,0.8,0,0,0,0,0,0.1,0.2,3,2,4,0,3,0,0.0,0.00,0,0.1,0.1,0.03,-0.1,35,83.3,178,21,91.3,13,86.7,0,0.0,0.1,-0.1,2,2,2,1,0,2,3,0,1,0,0,1,0,0,1,0.0,1,0,1,2,3,0,56,5,14,27,16,0,3,0,0.0,33.3,33,117,2,0,2,0,2,0,2,1,100.0
2274,marten de roon_1991_atalanta,Marten de Roon,NED,Marten,de Roon,MF,DF,Atalanta,Serie A,32,1991,28.9,5,5,0,10,0,1.2,1.8,28,178,22,0,16,3,18.8,0.00,0.00,0.6,0.6,0.04,-0.6,1446,84.5,8394,564,89.5,690,88.6,159,66.5,1.2,+3.8,23,147,20,3,5,16,54,7,80,43,36,32,12,35,82,42.7,36,10,40,120,54,0,1981,99,589,1110,294,4,9,3,33.3,55.6,1040,2569,22,0,8,43,24,3,164,35,56.5
2275,unai ropero_2001_alavés,Unai Ropero,ESP,Unai,Ropero,MF,,Alavés,La Liga,21,2001,0.1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,4,80.0,20,3,100.0,1,100.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,5,1,2,0,0.0,100.0,3,6,0,0,0,1,0,0,0,0,0
2276,vitor roque_2005_barcelona,Vitor Roque,BRA,Vitor,Roque,FW,,Barcelona,La Liga,18,2005,3.6,0,2,2,4,1,0.0,2.6,12,2,26,2,13,6,46.2,0.15,0.33,2.5,2.5,0.20,-0.5,49,73.1,67,34,82.9,11,73.3,1,100.0,0.0,0.0,1,3,0,0,0,2,4,1,3,2,2,0,1,0,2,0.0,3,0,0,3,5,0,126,5,11,43,74,22,15,4,26.7,60.0,82,334,6,6,8,13,11,2,8,3,33.3
2277,pablo rosario_1997_nice,Pablo Rosario,NED,Pablo,Rosario,MF,DF,Nice,Ligue 1,26,1997,22.3,0,0,0,4,0,1.4,2.6,20,93,27,0,16,2,12.5,0.00,0.00,1.2,1.2,0.08,-1.2,1056,89.0,5722,478,91.2,496,92.9,52,65.0,1.5,-1.4,17,81,14,3,5,6,39,5,36,25,15,16,5,23,34,67.6,27,13,29,65,39,0,1398,80,425,814,164,22,20,11,55.0,40.0,1031,2214,19,2,15,18,19,1,92,35,61.4
2278,valentin rosier_1996_nice,Valentin Rosier,FRA,Valentin,Rosier,DF,MF,Nice,Ligue 1,26,1996,0.6,0,0,0,0,0,0.1,0.2,3,5,2,0,1,0,0.0,0.00,0,0.0,0.0,0.04,0.0,28,84.8,158,15,88.2,11,91.7,0,0.0,0.1,-0.1,2,2,2,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,2,3,5,0,47,3,13,20,15,3,1,0,0.0,100.0,24,102,3,1,1,0,1,0,3,1,100.0
2279,francesco rossi_1991_atalanta,Francesco Rossi,ITA,Francesco,Rossi,GK,,Atalanta,Serie A,32,1991,0.1,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,1,50.0,13,1,100.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0
2280,joe rothwell_1995_bournemouth,Joe Rothwell,ENG,Joe,Rothwell,MF,,Bournemouth,Premier League,28,1995,4.3,0,0,0,0,0,0.2,0.3,6,20,3,0,2,0,0.0,0.00,0,0.1,0.1,0.04,-0.1,179,82.9,863,65,95.6,100,92.6,10,33.3,0.2,-0.2,4,20,1,0,0,12,12,1,7,2,4,2,1,2,8,25.0,4,2,3,10,2,0,251,8,49,147,56,1,13,7,53.8,30.8,140,437,4,0,2,4,2,0,32,0,0.0
2281,anthony rouault_2001_stuttgart,Anthony Rouault,FRA,Anthony,Rouault,DF,,Stuttgart,Bundesliga,22,2001,11.2,2,2,0,3,0,0.8,0.9,8,68,10,0,3,1,33.3,0.00,0.00,0.1,0.1,0.02,-0.1,824,88.5,5543,406,93.3,344,92.2,61,67.8,1.2,+1.2,8,64,5,1,2,3,18,4,21,12,14,5,2,13,21,61.9,14,8,8,29,28,0,1030,75,385,571,76,5,6,2,33.3,66.7,639,1556,5,0,3,9,4,1,58,19,41.3
2282,jérôme roussillon_1993_union berlin,Jérôme Roussillon,FRA,Jérôme,Roussillon,DF,,Union Berlin,Bundesliga,30,1993,8.4,1,1,0,2,0,0.6,0.9,10,38,29,0,7,4,57.1,0.00,0.00,0.3,0.3,0.05,-0.3,263,74.1,2077,135,84.4,105,76.6,18,46.2,0.6,+0.4,8,21,6,3,0,21,20,2,16,9,6,7,3,8,12,66.7,13,4,5,21,26,0,462,28,141,210,121,6,11,5,45.5,45.5,217,516,9,2,8,4,10,0,52,9,52.9
2283,nicolò rovella_2001_lazio,Nicolò Rovella,ITA,Nicolò,Rovella,MF,,Lazio,Serie A,21,2001,14.6,2,2,0,6,0,0.5,1.1,21,56,11,0,5,1,20.0,0.00,0.00,0.6,0.6,0.12,-0.6,851,87.2,3415,412,94.3,351,92.1,66,63.5,0.6,+1.5,10,68,5,0,2,20,22,4,46,28,25,17,4,16,36,44.4,27,6,23,69,29,0,1157,49,316,723,131,3,18,10,55.6,38.9,575,1311,11,1,11,38,16,0,99,11,55.0
2284,amir rrahmani_1994_napoli,Amir Rrahmani,KVX,Amir,Rrahmani,DF,,Napoli,Serie A,29,1994,28.9,0,3,3,5,0,0.9,3.1,19,113,4,3,25,8,32.0,0.12,0.38,2.2,2.2,0.09,+0.8,2028,89.9,13051,735,94.7,1008,94.5,260,71.0,0.7,-0.9,14,153,3,0,0,4,43,5,33,27,17,14,2,16,32,50.0,24,10,20,53,90,0,2477,209,973,1399,116,40,15,10,66.7,20.0,1557,4596,15,1,6,19,7,2,140,79,63.2
2285,ruan_1999_sassuolo,Ruan,BRA,Ruan,,DF,,Sassuolo,Serie A,24,1999,16.8,0,0,0,7,1,0.6,1.1,8,33,6,0,7,2,28.6,0.00,0.00,0.5,0.5,0.07,-0.5,593,85.0,3616,190,87.2,327,89.1,66,72.5,0.4,-0.6,4,22,3,0,0,2,9,2,25,15,11,10,4,10,18,55.6,18,15,24,49,68,2,853,128,460,359,43,16,4,2,50.0,50.0,418,978,4,0,2,23,12,0,80,34,55.7
2286,pelly ruddock mpanzu_1993_luton town,Pelly Ruddock Mpanzu,COD,Pelly,Ruddock Mpanzu,MF,,Luton Town,Premier League,30,1993,12.2,0,0,0,1,0,0.4,1.1,10,34,15,0,11,1,9.1,0.00,0.00,0.6,0.6,0.06,-0.6,268,73.6,1102,123,87.2,110,76.9,16,44.4,1.4,-0.4,6,17,13,2,0,11,19,0,13,5,6,6,1,5,9,55.6,15,7,9,22,16,3,481,30,114,240,130,15,16,9,56.3,37.5,235,378,7,5,16,9,14,0,54,12,38.7
2287,antonio rüdiger_1993_real madrid,Antonio Rüdiger,GER,Antonio,Rüdiger,DF,,Real Madrid,La Liga,30,1993,30.1,0,1,1,7,0,1.2,2.6,17,88,1,1,19,2,10.5,0.05,0.50,1.5,1.5,0.08,-0.5,1630,89.8,11111,625,95.6,860,94.7,130,59.4,1.0,-1.2,5,90,11,2,3,4,21,5,26,15,18,4,4,16,20,80.0,27,20,11,37,89,0,2022,275,1000,964,65,25,3,1,33.3,66.7,1337,4149,10,1,2,26,5,1,124,49,68.1
2288,fabian rüdlin_1997_freiburg,Fabian Rüdlin,GER,Fabian,Rüdlin,MF,,Freiburg,Bundesliga,26,1997,0.1,0,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0.0,4,80.0,35,1,100.0,2,66.7,1,100.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,2,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2289,javier rueda garcia_2002_celta vigo,Javier Rueda Garcia,ESP,Javier,Rueda Garcia,MF,DF,Celta Vigo,La Liga,21,2002,0.2,0,0,0,0,0,0.0,0.0,0,1,2,0,0,0,0,0,0,0.0,0.0,0,0.0,14,87.5,73,4,80.0,7,87.5,2,100.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,8,3,0,0,0,0,0,8,4,1,0,0,0,1,0,2,0,0
2290,daniele rugani_1994_juventus,Daniele Rugani,ITA,Daniele,Rugani,DF,,Juventus,Serie A,29,1994,13.2,0,2,2,2,0,0.4,2.0,2,46,2,2,8,2,25.0,0.25,1.00,1.6,1.6,0.30,+0.4,564,88.7,3696,163,92.6,355,93.9,44,62.9,0.1,-0.4,3,54,1,0,0,1,12,2,11,9,7,3,1,4,5,80.0,11,4,9,20,42,0,738,69,329,373,40,12,0,0,0,0,451,899,4,0,2,15,3,0,44,25,51.0
2291,matteo ruggeri_2002_atalanta,Matteo Ruggeri,ITA,Matteo,Ruggeri,DF,,Atalanta,Serie A,21,2002,27.2,4,4,0,3,0,1.8,2.3,55,142,132,0,12,4,33.3,0.00,0.00,0.5,0.5,0.04,-0.5,1250,80.0,6806,697,89.4,462,82.5,68,45.9,2.1,+2.2,24,86,31,23,0,101,64,11,29,15,14,7,8,16,30,53.3,46,4,23,52,44,0,1799,57,488,787,539,25,41,21,51.2,39.0,862,2186,40,5,10,21,9,2,171,49,57.6
2292,mário rui_1991_napoli,Mário Rui,POR,Mário,Rui,DF,,Napoli,Serie A,32,1991,13.4,2,2,0,7,1,1.9,2.0,33,90,59,0,5,2,40.0,0.00,0.00,0.1,0.1,0.03,-0.1,860,80.5,5240,369,90.9,366,84.3,99,54.7,1.8,+0.1,26,89,19,7,2,62,41,2,27,15,17,5,5,14,21,66.7,17,2,15,42,19,0,1185,33,294,647,251,8,9,3,33.3,44.4,623,1775,21,1,9,16,28,1,57,10,27.0
2293,aitor ruibal_1996_betis,Aitor Ruibal,ESP,Aitor,Ruibal,DF,FW,Betis,La Liga,27,1996,11.3,1,3,2,5,0,1.3,2.1,22,54,50,2,13,2,15.4,0.15,1.00,0.8,0.8,0.06,+1.2,445,75.9,2899,252,90.0,148,77.9,37,46.8,0.8,-0.3,11,37,14,3,0,28,33,3,46,27,28,13,5,32,59,54.2,12,1,14,60,33,1,744,36,232,318,209,25,45,27,60.0,31.1,380,1016,15,9,9,16,13,1,78,4,30.8
2294,fabián ruiz peña_1996_paris s-g,Fabián Ruiz Peña,ESP,Fabián,Ruiz Peña,MF,,Paris S-G,Ligue 1,27,1996,13.3,3,4,1,3,0,1.2,3.1,16,78,40,1,19,6,31.6,0.05,0.17,2.0,2.0,0.10,-1.0,778,89.2,2887,347,91.8,352,91.2,54,77.1,1.5,+1.8,18,53,17,2,0,11,40,6,34,23,17,14,3,23,42,54.8,8,2,11,45,21,2,987,47,226,558,220,20,20,16,80.0,10.0,812,1523,25,1,3,6,11,1,83,4,33.3
2295,sergio ruiz_1994_granada,Sergio Ruiz,ESP,Sergio,Ruiz,MF,,Granada,La Liga,28,1994,27.7,4,4,0,9,0,1.3,2.0,34,113,23,0,13,1,7.7,0.00,0.00,0.7,0.7,0.05,-0.7,1080,84.2,5626,490,90.6,466,90.1,96,63.6,1.8,+2.7,12,68,23,3,3,17,47,7,83,46,43,36,4,38,84,45.2,24,6,28,111,43,1,1578,81,486,927,199,26,54,23,42.6,31.5,931,2665,24,6,15,42,66,0,177,32,51.6
2296,julian ryerson_1997_dortmund,Julian Ryerson,NOR,Julian,Ryerson,DF,,Dortmund,Bundesliga,25,1997,19.6,1,5,4,3,0,2.7,4.5,41,64,118,4,18,8,44.4,0.22,0.50,1.8,1.8,0.10,+2.2,974,86.3,3144,503,91.6,399,89.1,43,61.4,2.8,-1.7,14,46,7,5,0,40,29,4,41,23,26,11,4,27,47,57.4,31,7,10,51,35,3,1346,60,430,588,343,32,40,16,40.0,45.0,813,2096,41,6,26,18,25,0,121,8,40.0
